"INDV1"	"INDV2"	"RELATEDNESS_PHI"
"1702"	"Setophaga_graciae_UWBM_114087_CHIH"	"Setophaga_graciae_KU_8199_SANA"	-0.111304
"740"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_UWBM_93807_CPN"	-0.111485
"2664"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_UWBM_106758_NM"	-0.111485
"365"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_UWBM_84639_ARI"	-0.111542
"2445"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_KU_8218_SANA"	-0.111542
"1245"	"Setophaga_graciae_UWBM_113126_CHI"	"Setophaga_graciae_UWBM_114011_DUR"	-0.111576
"1349"	"Setophaga_graciae_UWBM_114011_DUR"	"Setophaga_graciae_UWBM_113126_CHI"	-0.111576
"331"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_UWBM_105736_ARI"	-0.111653
"643"	"Setophaga_graciae_UWBM_105736_ARI"	"Setophaga_graciae_KU_8218_SANA"	-0.111653
"282"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_UWBM_111891_NM"	-0.111755
"854"	"Setophaga_graciae_UWBM_111891_NM"	"Setophaga_graciae_KU_8199_SANA"	-0.111755
"218"	"Setophaga_graciae_KU_33634_RACN"	"Setophaga_graciae_KU_8199_SANA"	-0.111845
"270"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_KU_33634_RACN"	-0.111845
"2278"	"Setophaga_graciae_UWBM_115308_GUE"	"Setophaga_graciae_UWBM_93808_CPN"	-0.111968
"2746"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_UWBM_115308_GUE"	-0.111968
"304"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_UWBM_114127_CHIH"	-0.112127
"2020"	"Setophaga_graciae_UWBM_114127_CHIH"	"Setophaga_graciae_KU_8199_SANA"	-0.112127
"264"	"Setophaga_graciae_KU_33634_RACN"	"Setophaga_graciae_UWBM_93808_CPN"	-0.11237
"2708"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_KU_33634_RACN"	-0.11237
"2013"	"Setophaga_graciae_UWBM_114126_CHIH"	"Setophaga_graciae_UWBM_93808_CPN"	-0.11254
"2741"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_UWBM_114126_CHIH"	-0.11254
"1638"	"Setophaga_graciae_UWBM_114046_DUR"	"Setophaga_graciae_UWBM_93801_CPN"	-0.112675
"2522"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_UWBM_114046_DUR"	-0.112675
"1324"	"Setophaga_graciae_UWBM_113970_DUR"	"Setophaga_graciae_UWBM_93808_CPN"	-0.112781
"2728"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_UWBM_113970_DUR"	-0.112781
"2010"	"Setophaga_graciae_UWBM_114126_CHIH"	"Setophaga_graciae_UWBM_93805_CPN"	-0.112946
"2582"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_114126_CHIH"	-0.112946
"1428"	"Setophaga_graciae_UWBM_114012_DUR"	"Setophaga_graciae_UWBM_93806_CPN"	-0.112995
"2624"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_UWBM_114012_DUR"	-0.112995
"207"	"Setophaga_graciae_KU_33633_RACN"	"Setophaga_graciae_UWBM_93801_CPN"	-0.113062
"2495"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_KU_33633_RACN"	-0.113062
"1320"	"Setophaga_graciae_UWBM_113970_DUR"	"Setophaga_graciae_UWBM_93801_CPN"	-0.113097
"2516"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_UWBM_113970_DUR"	-0.113097
"1903"	"Setophaga_graciae_UWBM_114090_CHIH"	"Setophaga_graciae_UWBM_93801_CPN"	-0.113098
"2527"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_UWBM_114090_CHIH"	-0.113098
"2009"	"Setophaga_graciae_UWBM_114126_CHIH"	"Setophaga_graciae_UWBM_93801_CPN"	-0.113106
"2529"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_UWBM_114126_CHIH"	-0.113106
"1642"	"Setophaga_graciae_UWBM_114046_DUR"	"Setophaga_graciae_UWBM_93808_CPN"	-0.113285
"2734"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_UWBM_114046_DUR"	-0.113285
"1165"	"Setophaga_graciae_UWBM_112592_GUE"	"Setophaga_graciae_UWBM_93808_CPN"	-0.113326
"2725"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_UWBM_112592_GUE"	-0.113326
"1907"	"Setophaga_graciae_UWBM_114090_CHIH"	"Setophaga_graciae_UWBM_93808_CPN"	-0.113403
"2739"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_UWBM_114090_CHIH"	-0.113403
"1321"	"Setophaga_graciae_UWBM_113970_DUR"	"Setophaga_graciae_UWBM_93805_CPN"	-0.113431
"2569"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_113970_DUR"	-0.113431
"2383"	"Setophaga_graciae_UWBM_77653_ARI"	"Setophaga_graciae_UWBM_93807_CPN"	-0.113477
"2695"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_UWBM_77653_ARI"	-0.113477
"360"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_UWBM_114424_NEV"	-0.113488
"2180"	"Setophaga_graciae_UWBM_114424_NEV"	"Setophaga_graciae_KU_8218_SANA"	-0.113488
"900"	"Setophaga_graciae_UWBM_111891_NM"	"Setophaga_graciae_UWBM_93808_CPN"	-0.113493
"2720"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_UWBM_111891_NM"	-0.113493
"2274"	"Setophaga_graciae_UWBM_115308_GUE"	"Setophaga_graciae_UWBM_93801_CPN"	-0.113664
"2534"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_UWBM_115308_GUE"	-0.113664
"897"	"Setophaga_graciae_UWBM_111891_NM"	"Setophaga_graciae_UWBM_93805_CPN"	-0.113725
"2561"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_111891_NM"	-0.113725
"333"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_UWBM_106760_NM"	-0.113777
"749"	"Setophaga_graciae_UWBM_106760_NM"	"Setophaga_graciae_KU_8218_SANA"	-0.113777
"1748"	"Setophaga_graciae_UWBM_114087_CHIH"	"Setophaga_graciae_UWBM_93808_CPN"	-0.113798
"2736"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_UWBM_114087_CHIH"	-0.113798
"261"	"Setophaga_graciae_KU_33634_RACN"	"Setophaga_graciae_UWBM_93805_CPN"	-0.113884
"2549"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_KU_33634_RACN"	-0.113884
"1639"	"Setophaga_graciae_UWBM_114046_DUR"	"Setophaga_graciae_UWBM_93805_CPN"	-0.114017
"2575"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_114046_DUR"	-0.114017
"1904"	"Setophaga_graciae_UWBM_114090_CHIH"	"Setophaga_graciae_UWBM_93805_CPN"	-0.114079
"2580"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_114090_CHIH"	-0.114079
"1111"	"Setophaga_graciae_UWBM_112587_GUE"	"Setophaga_graciae_UWBM_93807_CPN"	-0.114193
"2671"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_UWBM_112587_GUE"	-0.114193
"2066"	"Setophaga_graciae_UWBM_114127_CHIH"	"Setophaga_graciae_UWBM_93808_CPN"	-0.114243
"2742"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_UWBM_114127_CHIH"	-0.114243
"285"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_UWBM_112576_GUE"	-0.114467
"1013"	"Setophaga_graciae_UWBM_112576_GUE"	"Setophaga_graciae_KU_8199_SANA"	-0.114467
"279"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_UWBM_106758_NM"	-0.114527
"695"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_KU_8199_SANA"	-0.114527
"1162"	"Setophaga_graciae_UWBM_112592_GUE"	"Setophaga_graciae_UWBM_93805_CPN"	-0.114636
"2566"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_112592_GUE"	-0.114636
"1799"	"Setophaga_graciae_UWBM_114088_CHIH"	"Setophaga_graciae_UWBM_93806_CPN"	-0.114715
"2631"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_UWBM_114088_CHIH"	-0.114715
"2062"	"Setophaga_graciae_UWBM_114127_CHIH"	"Setophaga_graciae_UWBM_93801_CPN"	-0.114722
"2530"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_UWBM_114127_CHIH"	-0.114722
"2489"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_UWBM_93807_CPN"	-0.114769
"2697"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_UWBM_84639_ARI"	-0.114769
"1161"	"Setophaga_graciae_UWBM_112592_GUE"	"Setophaga_graciae_UWBM_93801_CPN"	-0.1148
"2513"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_UWBM_112592_GUE"	-0.1148
"2275"	"Setophaga_graciae_UWBM_115308_GUE"	"Setophaga_graciae_UWBM_93805_CPN"	-0.114803
"2587"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_115308_GUE"	-0.114803
"286"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_UWBM_112587_GUE"	-0.114827
"1066"	"Setophaga_graciae_UWBM_112587_GUE"	"Setophaga_graciae_KU_8199_SANA"	-0.114827
"2117"	"Setophaga_graciae_UWBM_114128_CHIH"	"Setophaga_graciae_UWBM_93806_CPN"	-0.114834
"2637"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_UWBM_114128_CHIH"	-0.114834
"1587"	"Setophaga_graciae_UWBM_114039_DUR"	"Setophaga_graciae_UWBM_93806_CPN"	-0.114852
"2627"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_UWBM_114039_DUR"	-0.114852
"1744"	"Setophaga_graciae_UWBM_114087_CHIH"	"Setophaga_graciae_UWBM_93801_CPN"	-0.114871
"2524"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_UWBM_114087_CHIH"	-0.114871
"896"	"Setophaga_graciae_UWBM_111891_NM"	"Setophaga_graciae_UWBM_93801_CPN"	-0.114919
"2508"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_UWBM_111891_NM"	-0.114919
"1745"	"Setophaga_graciae_UWBM_114087_CHIH"	"Setophaga_graciae_UWBM_93805_CPN"	-0.114944
"2577"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_114087_CHIH"	-0.114944
"113"	"Setophaga_graciae_DMNS_52524_COL"	"Setophaga_graciae_KU_8218_SANA"	-0.115094
"321"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_DMNS_52524_COL"	-0.115094
"1534"	"Setophaga_graciae_UWBM_114038_DUR"	"Setophaga_graciae_UWBM_93806_CPN"	-0.115144
"2626"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_UWBM_114038_DUR"	-0.115144
"310"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_UWBM_77653_ARI"	-0.11525
"2338"	"Setophaga_graciae_UWBM_77653_ARI"	"Setophaga_graciae_KU_8199_SANA"	-0.11525
"687"	"Setophaga_graciae_UWBM_105736_ARI"	"Setophaga_graciae_UWBM_93807_CPN"	-0.115398
"2663"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_UWBM_105736_ARI"	-0.115398
"1004"	"Setophaga_graciae_UWBM_112575_GUE"	"Setophaga_graciae_UWBM_93806_CPN"	-0.115772
"2616"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_UWBM_112575_GUE"	-0.115772
"2063"	"Setophaga_graciae_UWBM_114127_CHIH"	"Setophaga_graciae_UWBM_93805_CPN"	-0.115785
"2583"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_114127_CHIH"	-0.115785
"1056"	"Setophaga_graciae_UWBM_112576_GUE"	"Setophaga_graciae_UWBM_93805_CPN"	-0.115848
"2564"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_112576_GUE"	-0.115848
"793"	"Setophaga_graciae_UWBM_106760_NM"	"Setophaga_graciae_UWBM_93807_CPN"	-0.116057
"2665"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_UWBM_106760_NM"	-0.116057
"1693"	"Setophaga_graciae_UWBM_114047_DUR"	"Setophaga_graciae_UWBM_93806_CPN"	-0.11606
"2629"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_UWBM_114047_DUR"	-0.11606
"334"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_UWBM_108714_NEV"	-0.116365
"802"	"Setophaga_graciae_UWBM_108714_NEV"	"Setophaga_graciae_KU_8218_SANA"	-0.116365
"355"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_UWBM_114091_CHIH"	-0.116443
"1915"	"Setophaga_graciae_UWBM_114091_CHIH"	"Setophaga_graciae_KU_8218_SANA"	-0.116443
"1055"	"Setophaga_graciae_UWBM_112576_GUE"	"Setophaga_graciae_UWBM_93801_CPN"	-0.116561
"2511"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_UWBM_112576_GUE"	-0.116561
"1481"	"Setophaga_graciae_UWBM_114019_DUR"	"Setophaga_graciae_UWBM_93806_CPN"	-0.116706
"2625"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_UWBM_114019_DUR"	-0.116706
"737"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_UWBM_93801_CPN"	-0.116785
"2505"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_UWBM_106758_NM"	-0.116785
"1059"	"Setophaga_graciae_UWBM_112576_GUE"	"Setophaga_graciae_UWBM_93808_CPN"	-0.116918
"2723"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_UWBM_112576_GUE"	-0.116918
"312"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_UWBM_84639_ARI"	-0.116968
"2444"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_KU_8199_SANA"	-0.116968
"741"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_UWBM_93808_CPN"	-0.116985
"2717"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_UWBM_106758_NM"	-0.116985
"278"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_UWBM_105736_ARI"	-0.117246
"642"	"Setophaga_graciae_UWBM_105736_ARI"	"Setophaga_graciae_KU_8199_SANA"	-0.117246
"371"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_UWBM_95850_ARI"	-0.117311
"2763"	"Setophaga_graciae_UWBM_95850_ARI"	"Setophaga_graciae_KU_8218_SANA"	-0.117311
"1640"	"Setophaga_graciae_UWBM_114046_DUR"	"Setophaga_graciae_UWBM_93806_CPN"	-0.117312
"2628"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_UWBM_114046_DUR"	-0.117312
"209"	"Setophaga_graciae_KU_33633_RACN"	"Setophaga_graciae_UWBM_93806_CPN"	-0.117468
"2601"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_KU_33633_RACN"	-0.117468
"738"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_UWBM_93805_CPN"	-0.117496
"2558"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_106758_NM"	-0.117496
"2384"	"Setophaga_graciae_UWBM_77653_ARI"	"Setophaga_graciae_UWBM_93808_CPN"	-0.117657
"2748"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_UWBM_77653_ARI"	-0.117657
"2011"	"Setophaga_graciae_UWBM_114126_CHIH"	"Setophaga_graciae_UWBM_93806_CPN"	-0.117685
"2635"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_UWBM_114126_CHIH"	-0.117685
"2224"	"Setophaga_graciae_UWBM_114424_NEV"	"Setophaga_graciae_UWBM_93807_CPN"	-0.117806
"2692"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_UWBM_114424_NEV"	-0.117806
"1322"	"Setophaga_graciae_UWBM_113970_DUR"	"Setophaga_graciae_UWBM_93806_CPN"	-0.117883
"2622"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_UWBM_113970_DUR"	-0.117883
"1112"	"Setophaga_graciae_UWBM_112587_GUE"	"Setophaga_graciae_UWBM_93808_CPN"	-0.118086
"2724"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_UWBM_112587_GUE"	-0.118086
"1108"	"Setophaga_graciae_UWBM_112587_GUE"	"Setophaga_graciae_UWBM_93801_CPN"	-0.118422
"2512"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_UWBM_112587_GUE"	-0.118422
"1905"	"Setophaga_graciae_UWBM_114090_CHIH"	"Setophaga_graciae_UWBM_93806_CPN"	-0.118474
"2633"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_UWBM_114090_CHIH"	-0.118474
"280"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_UWBM_106760_NM"	-0.118487
"748"	"Setophaga_graciae_UWBM_106760_NM"	"Setophaga_graciae_KU_8199_SANA"	-0.118487
"157"	"Setophaga_graciae_DMNS_52524_COL"	"Setophaga_graciae_UWBM_93807_CPN"	-0.11851
"2653"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_DMNS_52524_COL"	-0.11851
"2276"	"Setophaga_graciae_UWBM_115308_GUE"	"Setophaga_graciae_UWBM_93806_CPN"	-0.118578
"2640"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_UWBM_115308_GUE"	-0.118578
"2380"	"Setophaga_graciae_UWBM_77653_ARI"	"Setophaga_graciae_UWBM_93801_CPN"	-0.11861
"2536"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_UWBM_77653_ARI"	-0.11861
"2490"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_UWBM_93808_CPN"	-0.118712
"2750"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_UWBM_84639_ARI"	-0.118712
"2486"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_UWBM_93801_CPN"	-0.118944
"2538"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_UWBM_84639_ARI"	-0.118944
"1109"	"Setophaga_graciae_UWBM_112587_GUE"	"Setophaga_graciae_UWBM_93805_CPN"	-0.118972
"2565"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_112587_GUE"	-0.118972
"2381"	"Setophaga_graciae_UWBM_77653_ARI"	"Setophaga_graciae_UWBM_93805_CPN"	-0.118975
"2589"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_77653_ARI"	-0.118975
"262"	"Setophaga_graciae_KU_33634_RACN"	"Setophaga_graciae_UWBM_93806_CPN"	-0.11906
"2602"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_KU_33634_RACN"	-0.11906
"307"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_UWBM_114424_NEV"	-0.119118
"2179"	"Setophaga_graciae_UWBM_114424_NEV"	"Setophaga_graciae_KU_8199_SANA"	-0.119118
"2487"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_UWBM_93805_CPN"	-0.119118
"2591"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_84639_ARI"	-0.119118
"2064"	"Setophaga_graciae_UWBM_114127_CHIH"	"Setophaga_graciae_UWBM_93806_CPN"	-0.119494
"2636"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_UWBM_114127_CHIH"	-0.119494
"1163"	"Setophaga_graciae_UWBM_112592_GUE"	"Setophaga_graciae_UWBM_93806_CPN"	-0.119566
"2619"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_UWBM_112592_GUE"	-0.119566
"1263"	"Setophaga_graciae_UWBM_113126_CHI"	"Setophaga_graciae_UWBM_69981_PCA"	-0.119584
"2303"	"Setophaga_graciae_UWBM_69981_PCA"	"Setophaga_graciae_UWBM_113126_CHI"	-0.119584
"1746"	"Setophaga_graciae_UWBM_114087_CHIH"	"Setophaga_graciae_UWBM_93806_CPN"	-0.119715
"2630"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_UWBM_114087_CHIH"	-0.119715
"846"	"Setophaga_graciae_UWBM_108714_NEV"	"Setophaga_graciae_UWBM_93807_CPN"	-0.119978
"2666"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_UWBM_108714_NEV"	-0.119978
"688"	"Setophaga_graciae_UWBM_105736_ARI"	"Setophaga_graciae_UWBM_93808_CPN"	-0.119991
"2716"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_UWBM_105736_ARI"	-0.119991
"112"	"Setophaga_graciae_DMNS_52524_COL"	"Setophaga_graciae_KU_8199_SANA"	-0.120113
"268"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_DMNS_52524_COL"	-0.120113
"2703"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_UWBM_95850_ARI"	-0.120115
"2807"	"Setophaga_graciae_UWBM_95850_ARI"	"Setophaga_graciae_UWBM_93807_CPN"	-0.120115
"336"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_UWBM_111896_NM"	-0.120298
"908"	"Setophaga_graciae_UWBM_111896_NM"	"Setophaga_graciae_KU_8218_SANA"	-0.120298
"898"	"Setophaga_graciae_UWBM_111891_NM"	"Setophaga_graciae_UWBM_93806_CPN"	-0.12058
"2614"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_UWBM_111891_NM"	-0.12058
"685"	"Setophaga_graciae_UWBM_105736_ARI"	"Setophaga_graciae_UWBM_93805_CPN"	-0.120593
"2557"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_105736_ARI"	-0.120593
"1959"	"Setophaga_graciae_UWBM_114091_CHIH"	"Setophaga_graciae_UWBM_93807_CPN"	-0.120708
"2687"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_UWBM_114091_CHIH"	-0.120708
"684"	"Setophaga_graciae_UWBM_105736_ARI"	"Setophaga_graciae_UWBM_93801_CPN"	-0.120885
"2504"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_UWBM_105736_ARI"	-0.120885
"302"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_UWBM_114091_CHIH"	-0.120936
"1914"	"Setophaga_graciae_UWBM_114091_CHIH"	"Setophaga_graciae_KU_8199_SANA"	-0.120936
"281"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_UWBM_108714_NEV"	-0.12111
"801"	"Setophaga_graciae_UWBM_108714_NEV"	"Setophaga_graciae_KU_8199_SANA"	-0.12111
"1260"	"Setophaga_graciae_UWBM_113126_CHI"	"Setophaga_graciae_UWBM_114282_NEV"	-0.121142
"2144"	"Setophaga_graciae_UWBM_114282_NEV"	"Setophaga_graciae_UWBM_113126_CHI"	-0.121142
"794"	"Setophaga_graciae_UWBM_106760_NM"	"Setophaga_graciae_UWBM_93808_CPN"	-0.121379
"2718"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_UWBM_106760_NM"	-0.121379
"790"	"Setophaga_graciae_UWBM_106760_NM"	"Setophaga_graciae_UWBM_93801_CPN"	-0.121673
"2506"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_UWBM_106760_NM"	-0.121673
"791"	"Setophaga_graciae_UWBM_106760_NM"	"Setophaga_graciae_UWBM_93805_CPN"	-0.121759
"2559"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_106760_NM"	-0.121759
"2225"	"Setophaga_graciae_UWBM_114424_NEV"	"Setophaga_graciae_UWBM_93808_CPN"	-0.122006
"2745"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_UWBM_114424_NEV"	-0.122006
"2221"	"Setophaga_graciae_UWBM_114424_NEV"	"Setophaga_graciae_UWBM_93801_CPN"	-0.122016
"2533"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_UWBM_114424_NEV"	-0.122016
"154"	"Setophaga_graciae_DMNS_52524_COL"	"Setophaga_graciae_UWBM_93801_CPN"	-0.12208
"2494"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_DMNS_52524_COL"	-0.12208
"318"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_UWBM_95850_ARI"	-0.122182
"2762"	"Setophaga_graciae_UWBM_95850_ARI"	"Setophaga_graciae_KU_8199_SANA"	-0.122182
"158"	"Setophaga_graciae_DMNS_52524_COL"	"Setophaga_graciae_UWBM_93808_CPN"	-0.122265
"2706"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_DMNS_52524_COL"	-0.122265
"2222"	"Setophaga_graciae_UWBM_114424_NEV"	"Setophaga_graciae_UWBM_93805_CPN"	-0.122744
"2586"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_114424_NEV"	-0.122744
"739"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_UWBM_93806_CPN"	-0.122783
"2611"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_UWBM_106758_NM"	-0.122783
"1110"	"Setophaga_graciae_UWBM_112587_GUE"	"Setophaga_graciae_UWBM_93806_CPN"	-0.122863
"2618"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_UWBM_112587_GUE"	-0.122863
"1057"	"Setophaga_graciae_UWBM_112576_GUE"	"Setophaga_graciae_UWBM_93806_CPN"	-0.122977
"2617"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_UWBM_112576_GUE"	-0.122977
"155"	"Setophaga_graciae_DMNS_52524_COL"	"Setophaga_graciae_UWBM_93805_CPN"	-0.123026
"2547"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_DMNS_52524_COL"	-0.123026
"2382"	"Setophaga_graciae_UWBM_77653_ARI"	"Setophaga_graciae_UWBM_93806_CPN"	-0.123228
"2642"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_UWBM_77653_ARI"	-0.123228
"2488"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_UWBM_93806_CPN"	-0.123821
"2644"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_UWBM_84639_ARI"	-0.123821
"952"	"Setophaga_graciae_UWBM_111896_NM"	"Setophaga_graciae_UWBM_93807_CPN"	-0.123903
